Name,URL,ISSN,"EconLit Coverage",Formerly,See
"Brookings–Wharton Papers on Urban Affairs",http://muse.jhu.edu/journals/urb/,1528-7084,"2000 - 2009",,
"Brussels Economic Review/Cahiers Economiques de Bruxelles",http://dev.ulb.ac.be/dulbea/BER/,0008-0195,"Autumn 2002, 45(3) - Winter 2014, 57(4)","Cahiers Economiques de Bruxelles",
"Bulletin for International Fiscal Documentation",,0007-4624,"Jan. 1969, 23(1) - 2003, 57(3)",,
"Bulletin of Applied Economics",http://www.riskmarket.co.uk/bae/journals-articles/,2056-3728,"December 2014, 1(1) - present",,
"Bulletin of Economic Research",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291467-8586/issues,0307-3378,"May 1970, 22(1) - present","Yorkshire Bulletin of Economic and Social Research",
"Bulletin of Indonesian Economic Studies",http://www.tandfonline.com/loi/cbie20,0007-4918,"March 1971, 7(1) - present",,
"Bulletin of Political Economy",http://www.serialsjournals.com/archives.php?journals_id=11,0973-5747,"June 2007, 1(1) - 2016, 10(1)",,
"Bulletin of Statistics and Economics",,0973-7022,"Spring 2007, 1(S07) - Autumn 2009, 3(A09)",,"International Journal of Statistics and Economics"
"Bulletin of the Institute of Economics and Statistics (Oxford University)",,0305-9049,"February 1940, 2(1) - November 1972, 34(4)",,"Oxford Bulletin of Economics and Statistics"
"Business and Economic History",,0894-6825,"Winter 1994, 23(2) - Winter 1999, 28(2)",,
"Business and Economic Review",http://www.imsciences.edu.pk/index.php?option=com_content&view=article&id=476&Itemid=388,2074-1693,"April 2014, 6(1) - present",,
"Business and Economics Research Journal",http://www.berjournal.com,2619-9491,"2018, 9(1) - present","Isletme ve Ekonomi Arastirmalari Dergisi/Business and Economics Research Journal",
"Business and Management Studies: An International Journal",http://www.bmij.org/index.php/1/issue/archive,2148-2586,"2013, 1(1) - present",,
"Business and Politics",https://www.cambridge.org/core/journals/business-and-politics/all-issues,1369-5258,"2000, 1(1) - present",,
"Business Economics",https://link.springer.com/journal/volumesAndIssues/11369,0007-666X,"Sept. 1976, 11(4) - present",,
"Business Ethics Quarterly",http://journals.cambridge.org/action/displayBackIssues?jid=BEQ,1052-150X,"January 2014, 24(1) - present",,
"Business History",http://www.tandfonline.com/loi/fbsh20,0007-6791,"December 1958, 1(1) - July 1968, 10(2); January 1992, 34(1) - present",,
"Business History Review",http://journals.cambridge.org/action/displayBackIssues?jid=BHR,0007-6805,"September 1926, 1(2) - present",,
"Business Review",https://iba.edu.pk/business_review.php,1990-6587,"July-December 2006, 1(1) - present",,
"Cahiers d'Economie et Sociologie Rurales",,0755-9208,"1st-2nd Trimester 1995, (34-35) - 3rd-4th Trimester 2007, (84-85)",,"Revue d'Etudes en Agriculture et Environnement/Review of Agricultural and Environmental Studies"
"Cahiers d'Economie Politique",http://www.cairn-int.info/revue.php?ID_REVUE=E_CEP,0154-8344,"1996, (26) - present",,
"Cahiers Economiques de Bruxelles",,0008-0195,"3rd Tri. 1973, (59) - 2002, 45(2)",,"Brussels Economic Review/Cahiers Economiques de Bruxelles"
"Cahiers Scientifiques du Transport",https://afitl.msh-lse.fr/index.php/Numero-courant.html,1150-8809,"2004, (45) - present",,
"California Business Review",http://www.iabe.org/domains/iabeX/journalinfo.aspx?JournalID=CBR,2330-9156,"2013, 1(1) - 2016, 4(1)",,
"California Management Review",http://cmr.berkeley.edu/currentissue.html,0008-1256,"Spring 1969, 11(3) - Jan. 1983, 25(2)",,
"Calisma Iliskileri Dergisi/Journal of Labour Relations",https://dergipark.org.tr/en/pub/cider,2146-0000,"2010, 1(1) - present",,
"Cambridge Economic Policy Review",,,"Dec. 1980, 6(3) - Dec. 1982, 8(2)",,
"Cambridge Journal of Economics",https://academic.oup.com/cje/issue,0309-166X,"March 1977, 1(1) - present",,
"Cambridge Journal of Regions, Economy and Society",https://academic.oup.com/cjres/issue,1752-1378,"April 2008, 1(1) - present",,
"Canadian Business Economics",,0705-8330,"Fall 1992, 1(1) - February 2001, 8(3)",,
"Canadian Journal of Agricultural Economics",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291744-7976,0008-3976,"Feb. 1969, 17(1) - present",,
"Canadian Journal of Development Studies",http://www.tandfonline.com/loi/rcjd20,0225-5189,"1984, 5(1) - present",,
"Canadian Journal of Economics",https://onlinelibrary.wiley.com/loi/15405982,0008-4085,"February 1968, 1(1) - November 1968, 1(4); February 1970, 3(1) - present",,
"Canadian Journal of Regional Science",http://www.cjrs-rcsr.org/cjrs-online.htm,0705-4580,"Spring 1992, 15(1) - present",,
"Canadian Public Policy",http://www.utpjournals.press/loi/cpp,0317-0861,"Winter 1977, 3(1) - present",,
"Canadian Tax Journal",http://www.ctf.ca/ctfweb/EN/CTF_Publications/CTJ/CTJ_Issues_Index/EN/Publications/Canadian_Tax_Journal/CTJ_Issues_Index.aspx?hkey=2767dd99-027a-4958-8243-1e580bf96a5d,0008-5111,"1995, 43(1) - present",,
"Çankiri Karatekin Üniversitesi Iktisadi ve Idari Bilimler Fakültesi Dergisi/Çankiri Karatekin University Journal of the Faculty of Economics and Administrative Sciences",https://dergipark.org.tr/en/pub/ckuiibfd/archive,1308-5549,"Fall 2011, 1(1) - present",,
"Capitalism: A Journal of History and Economics",cap.pennpress.org,2576-6392,"Fall 2019, 1(1) - present",,
"Capitalism and Society",https://journal.capitalism.columbia.edu/,1932-0213,"2006, 1(1) - present",,
"Carnegie–Rochester Conference Series on Public Policy",http://www.sciencedirect.com/science/journal/01672231,0167-2231,"Supplement 1979, 10 - December 2001, 55",,
"Cato Journal",http://www.cato.org/pubs/journal/index.html,0273-3072,"Spring 1983, 3(1) - Fall 2021, 41(3)",,
"CEA Journal of Economics",http://journal.cea.org.mk/index.php/ceajournal/issue/archive,1857-5269,"May 2006, 1(1) - present",,
"Central Bank Review",http://www.sciencedirect.com/science/journal/13030701,1303-0701,"May 2001, 1(1) - present",,
"Central European Business Review",http://cebr.vse.cz/cebr/issue/archive,1805-4854,"2012, 1(1) - present",,
"Central European Journal for Operations Research and Economics",,1210-0269,"1993, 2(1) - 1998, 6(3-4)",,"Central European Journal of Operations Research"
"Central European Journal of Operations Research",https://link.springer.com/journal/volumesAndIssues/10100,1435-246X,"1999, 7(1) - present","Central European Journal for Operations Research and Economics",
"Central European Public Administration Review",http://uprava.fu.uni-lj.si/index.php/CEPAR/issue/archive,2591-2259,"2018, 16(1) - present","Mednarodna Revija za Javno Upravo/International Public Administration Review",
"CEPAL Review",http://www.cepal.org/en/publications/type/cepal-review,0251-2920,"Dec. 1979, 9(79) - present",,
"CESifo Economic Studies",https://academic.oup.com/cesifo/issue,1610-241X,"2003, 49(1) - present","Ifo Studien",
"CESifo Forum",,1615-245X,"Spring 2000, 1(1) - July 2022, 23(4)",,"EconPol Forum"
Challenge,http://www.tandfonline.com/loi/mcha20#.VgVxHM4S2Lo,0577-5132,"May-June 1981, 24(2) - present",,
"Chicago Journal of International Law",http://chicagounbound.uchicago.edu/cjil/,1529-0816,"2002, 1(1) - present",,
"China Accounting and Finance Review",https://www.polyu.edu.hk/af/research/our-journals/china-accounting-and-finance-review/list-of-issues/,1029-807X,"March 2014, 16(1) - present",,
"China Agricultural Economic Review",http://www.emeraldinsight.com/journals.htm?issn=1756-137X,1756-137X,"2009, 1(1) - present",,
"China: An International Journal",http://muse.jhu.edu/journals/china/,0219-7472,"March 2003, 1(1) - present",,
"China and World Economy",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291749-124X/issues,1671-2234,"Jan.-Feb. 2004, 12(1) - present",,
"China Economic Quarterly International",https://www.sciencedirect.com/journal/china-economic-quarterly-international/issues,2666-9331,"March 2021, 1(1) - present",,
"China Economic Review",http://www.sciencedirect.com/science/journal/1043951X,1043-951X,"Spring 1989, 1(1) - present",,
"China Economist",http://www.chinaeconomist.com.cn,1673-8837,"March 2006, (1) - present",,
"China Finance Review International",http://www.emeraldinsight.com/journals.htm?issn=2044-1398,2044-1398,"2011, 1(1) - present",,
"China Quarterly",https://www.cambridge.org/core/journals/china-quarterly/all-issues,0009-4439,"March 1992, (129) - September 2001, (167)",,
"China Quarterly",https://www.cambridge.org/core/journals/china-quarterly/all-issues,0305-7410,"December 2001, (168) - present",,
"China Review",https://chineseupress.com/index-php_route_product/product_product_id_66.html,1680-2012,"Fall 2001, 1(1) - present",,
"Chinese Economic Studies",,0009-4552,"1967, 1(1) - November-December 1996, 29(6)",,"Chinese Economy"
"Chinese Economy",http://www.tandfonline.com/loi/mces20#.VgVws84S2Lo,1097-1475,"Jan.-Feb. 1997, 30(1) - present","Chinese Economic Studies",
"Chinese Journal of Urban and Environmental Studies",http://www.worldscientific.com/loi/cjues,2345-7481,"December 2013, 1(1) - present",,
Choices,http://www.choicesmagazine.org/archives,,"1st Quarter 2005, 20(1) - present",,
"Ciencia, Economía y Negocios",https://revistas.intec.edu.do/index.php/ciene/issue/archive,2613-876X,"July 2017, 1(1) - present",,
CIMEXUS,http://cimexus.umich.mx/index.php/cim1/issue/archive,1870-6479,"January-June 2015, 10(1) - present",,
"CIRIEC-España, Revista de Economía Pública, Social y Cooperativa",http://www.ciriec-revistaeconomia.es/,0213-8093,"April 2000, (34) - present",,
"Cityscape: A Journal of Policy Development and Research",https://www.huduser.gov/portal/periodicals/cityscpe/prev_iss/cspast.html,,"Aug. 1994, 1(1) - present",,
"Climate Change Economics",http://www.worldscientific.com/loi/cce,2010-0078,"May 2010, 1(1) - present",,
"Climate Policy",http://www.tandfonline.com/loi/tcpo20,1469-3062,"2004, 4(1) - present",,
"Clío América",http://revistas.unimagdalena.edu.co/index.php/clioamerica/issue/archive,1909-941X,"January-June 2014, 8(15) - present",,
Cliometrica,https://link.springer.com/journal/volumesAndIssues/11698,1863-2505,"April 2007, 1(1) - present",,
"Colección Estudios CIEPLAN",,0716-0631,"June 1985, (16) - June 1997, (45)",,
"Columbia Journal of World Business",,0022-5428,"Spring 1994, 29(1) - Winter 1996, 31(4)",,"Journal of World Business"
"Comercio Exterior",,0185-0601,"Jan. 1999, 49(1) - March 2010, 60(3)",,
"Communications and Strategies",,1157-8637,"1st Quarter 1999, (33) - 3rd Quarter 2015, (99)",,"DigiWorld Economic Journal"
"Communist Economies and Economic Transformation",,1351-4393,"1992, 4(1) - Dec. 1998, 10(4)",,"Post-Communist Economies"
"Community Development Journal",https://academic.oup.com/cdj/issue,0010-3802,"Jan. 2000, 35(1) - present",,
"Comparative Economic Research",https://czasopisma.uni.lodz.pl/CER/issue/archive,1508-2008,"2016, 19(1) - present",,
"Comparative Economic Studies",https://link.springer.com/journal/volumesAndIssues/41294,0888-7233,"Spring 1985, 27(1) - present","ACES Bulletin",
"Comparative Technology Transfer and Society",http://muse.jhu.edu/journals/ctt/,1542-0132,"April 2003, 1(1) - December 2009, 7(3)",,
"Competition and Change",http://cch.sagepub.com/content/by/year,1024-5294,"March 2003, 7(1) - present",,
"Competition and Regulation in Network Industries",http://www.crninet.com/,1783-5917,"March 2009, 10(1) - present",,
"Competition Policy International",https://www.competitionpolicyinternational.com/category/cpi-journal/,1554-0189,"Spring 2005, 1(1) - present",,
"Competitiveness Review",http://www.emeraldinsight.com/loi/cr,1059-5422,"2013, 23(1) - present",,
"Computational Economics",https://link.springer.com/journal/volumesAndIssues/10614,0927-7099,"Feb. 1993, 6(1) - present","Computer Science in Economics and Management",
"Computational Management Science",https://link.springer.com/journal/volumesAndIssues/10287,1619-697X,"2004, 1(1) - present",,
"Computer Science in Economics and Management",,0921-2736,"1990, 3(1) - Nov. 1992, 5(4)",,"Computational Economics"
"Conflict Management and Peace Science",http://journals.sagepub.com/loi/cmpb,0738-8942,"Fall 1980, 5(1) - present","Journal of Peace Science",
Consommation,,0010-6593,"Jan.-March 1973, 20(1) - July-Sept. 1984, 31(4)",,
"Constitutional Political Economy",https://link.springer.com/journal/volumesAndIssues/10602,1043-4062,"Winter 1990, 1(1) - present",,
"Contaduría y Administración",http://www.cya.unam.mx/index.php/cya/issue/archive,0186-1042,"May-August 2007, (222) - present",,
"Contemporary Accounting Research/Recherche Comptable Contemporaine",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291911-3846/issues,0823-9150,"Spring 2003, 20(1) - present",,
"Contemporary Economic Policy",http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291465-7287,1074-3529,"April 1994, 12(2) - present","Contemporary Policy Issues",
"Contemporary Economics",http://www.ce.vizja.pl/en/issues,1897-9254,"March 2007, 1(1) - present",,
"Contemporary Policy Issues",,0735-0007,"Jan. 1984, (4) - Oct. 1993, 11(4)",,"Contemporary Economic Policy"
"Contributions to Economic Analysis and Policy",,1538-0645,"2002, 1(1) - 2004, 3(2)",,"B.E. Journal of Economic Analysis and Policy: Contributions to Economic Analysis and Policy"
"Contributions to Macroeconomics",,1534-6005,"2001, 1(1) - 2004, 4(1)",,"B.E. Journal of Macroeconomics: Contributions to Macroeconomics"
"Contributions to Political Economy",https://academic.oup.com/cpe/issue,0277-5921,"1992, 11 - present",,
"Contributions to Theoretical Economics",,1534-5971,"2001, 1(1) - 2004, 4(1)",,"B.E. Journal of Theoretical Economics: Contributions to Theoretical Economics"
"Corporate Ownership and Control",https://www.virtusinterpress.org/-Corporate-Ownership-and-Control-.html,1727-9232,"Fall 2009, 7(1) - 2016, 13(4)",,
"Coyuntura Económica: Investigación Económica y Social",http://www.repository.fedesarrollo.org.co/handle/11445/9,0120-3576,"1st Semester 2009, 39(1) - present",,
"Coyuntura Social",http://www.fedesarrollo.org.co/publicaciones/publicaciones-periodicas/coyuntura-social/,0121-2532,"June 2004, (30) - June-December 2008, (38-39)",,
"Credit and Capital Markets/Kredit und Kapital",https://elibrary.duncker-humblot.com/journals/id/33/,2199-1227,"2013, 46(1) - present","Kredit und Kapital",
"Criterio Libre",http://www.unilibre.edu.co/CriterioLibre/criterio-libre,1900-0642,"January-June 2010, 8(12) - January-June 2013, 11(18)",,
"Critical Finance Review",http://www.nowpublishers.com/CFR,2164-5744,"2012, 1(1) - present",,
"Critical Housing Analysis",http://www.housing-critical.com/archive/,2336-2839,"2018, 5(1) - present",,
"Critical Review",http://www.tandfonline.com/loi/rcri20,0891-3811,"Winter 1992, 6(1) - present",,
"Croatian Economic Survey",https://www.eizg.hr/publications/croatian-economic-survey-462/previous-issues/464,1330-4860,"2004, (7) - present",,
"Croatian International Relations Review",https://cirrj.org/index.php/cirrj/issue/archive,1848-5782,"2012, 18(66) - present",,
"Croatian Operational Research Review",http://hdoi.hr/crorr-journal/,1848-0225,"2010, 1 - present",,
"Croatian Review of Economic, Business and Social Statistics",https://content.sciendo.com/view/journals/crebss/crebss-overview.xml,1849-8531,"December 2015, 1(1-2) - present",,
"Cross-Cultural Management Journal",http://cmj.bxb.ro,2286-0452,"2012, 14(1) - present",,
"Cuadernos de Desarrollo Rural",https://revistas.javeriana.edu.co/index.php/desarrolloRural/issue/archive,0122-1450,"January-June 2007, 3(58) - present",,
"Cuadernos de Economia (National University of Colombia)",http://www.revistas.unal.edu.co/index.php/ceconomia/issue/archive,0121-4772,"1st Semester 2002, 21(36) - present",,
"Cuadernos de Economia (Pontifical Catholic University of Chile)",,0716-0046,"April 1981, 18(53) - November 2010, 47(136)",,"Latin American Journal of Economics"
"Cuadernos Economicos de I.C.E.",http://dialnet.unirioja.es/servlet/revista?codigo=384,0210-2633,"1995, (59) - present",,
"Cyprus Journal of Economics",,1013-3224,"June 1992, 5(1) - June 1996, 9(1)",,Ekonomia
"Cyprus Review",https://www.unic.ac.cy/research/publications/the-cyprus-review,1015-2881,"Spring 1992, 4(1) - present",,
"Czechoslovak Economic Digest",,0045-9461,"Feb. 1970, (1) - 1992, (6)","New Trends in Czechoslovak Economics",
"Czechoslovak Economic Papers",,0590-5001,"1967, 9 - 1990, (28)",,
"Danube: Law and Economics Review",https://content.sciendo.com/view/journals/danb/danb-overview.xml?language=en&tab_body=toc-79891,1804-6746,"4th Quarter 2010 - present",,
"Data Envelopment Analysis Journal",http://www.nowpublishers.com/DEA,2161-1823,"2014, 1(1) - present",,
"De Economist",https://link.springer.com/journal/volumesAndIssues/10645,0013-063X,"December 1926, 75(1) - December 1926, 75(1); November 1949, 97(1) - November 1950, 98(2); January-Fe",,
